City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Mae Hong Son,TH,19.3003,97.9685,71.74,94,40,0.0,mist
345,Corrientes,AR,-27.4806,-58.8341,71.49,71,0,5.75,clear sky
346,Orbetello,IT,42.4408,11.2196,61.61,87,100,7.65,overcast clouds
347,Adeje,ES,28.1227,-16.726,69.57,66,20,8.05,few clouds
348,Yenagoa,NG,4.9247,6.2642,75.42,95,100,3.47,moderate rain
349,Sorrento,IT,40.626,14.3744,65.1,100,100,4.21,overcast clouds
350,Lata,PT,40.1629,-8.3327,49.06,66,100,2.71,overcast clouds
351,Caravelas,BR,-17.7125,-39.2481,77.22,84,100,6.11,overcast clouds
352,San Cristobal,VE,7.7669,-72.225,73.58,95,68,2.06,broken clouds
353,Marawi,PH,7.9986,124.2928,73.65,75,98,3.36,overcast clouds
354,Diffa,NE,13.3154,12.6113,78.35,14,0,7.27,clear sky
355,Yakeshi,CN,49.2833,120.7333,24.84,44,0,15.39,clear sky
356,Half Moon Bay,US,37.4636,-122.4286,69.71,70,1,1.01,clear sky
357,Kondinskoye,RU,59.6481,67.41,16.88,86,6,8.23,clear sky
358,Chadiza,ZM,-14.0678,32.4392,68.83,77,0,6.85,clear sky
359,Bac Lieu,VN,9.285,105.7244,76.33,94,100,12.39,overcast clouds
360,Slave Lake,CA,55.2834,-114.769,30.18,86,20,2.3,few clouds
361,Tonekabon,IR,36.8163,50.8738,58.95,93,100,11.48,overcast clouds
362,Nabire,ID,-3.3667,135.4833,81.36,87,100,3.29,overcast clouds
363,Thunder Bay,CA,48.4001,-89.3168,43.56,71,90,12.66,overcast clouds
364,Sola,VU,-13.8833,167.55,88.47,74,75,0.0,broken clouds
365,Chumikan,RU,54.7183,135.315,28.44,77,100,9.95,snow
366,Buzmeyin,TM,38.0507,58.2056,49.73,50,0,9.22,clear sky
367,Mahebourg,MU,-20.4081,57.7,73.69,83,75,5.75,broken clouds
368,Rafai,CF,4.95,23.9167,69.3,98,100,0.81,overcast clouds
369,Gouyave,GD,12.1646,-61.7296,77.77,89,75,9.22,broken clouds
370,Sorong,ID,-0.8833,131.25,84.52,72,100,8.86,overcast clouds
371,Tabou,CI,4.423,-7.3528,77.58,88,93,3.71,overcast clouds
372,Sangar,RU,63.9242,127.4739,-17.16,100,100,0.87,overcast clouds
373,Mehamn,NO,71.0357,27.8492,39.7,86,100,24.23,overcast clouds
374,Zhezkazgan,KZ,47.8043,67.7144,33.24,40,99,7.34,overcast clouds
375,Sioux Lookout,CA,50.1001,-91.917,35.67,69,90,5.75,overcast clouds
376,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.16,96,81,0.27,broken clouds
377,Eshowe,ZA,-28.8865,31.4699,57.85,88,0,3.36,clear sky
378,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,73.51,93,100,9.06,overcast clouds
379,Fairbanks,US,64.8378,-147.7164,2.3,78,40,0.0,scattered clouds
380,Saint Anthony,US,45.0205,-93.218,48.15,80,90,5.01,light rain
381,Ixtapa,MX,20.7,-105.2,81.63,74,75,10.36,broken clouds
382,Xuddur,SO,4.1213,43.8894,71.01,83,81,9.35,broken clouds
383,Oistins,BB,13.0667,-59.5333,80.69,74,40,14.97,scattered clouds
384,Plouzane,FR,48.3833,-4.6167,51.85,90,90,2.3,overcast clouds
385,Rumoi,JP,43.9344,141.6428,43.81,88,100,17.34,overcast clouds
386,Hambantota,LK,6.1241,81.1185,73.74,100,40,2.3,scattered clouds
387,Umkomaas,ZA,-30.2067,30.7978,64.67,90,10,10.71,clear sky
388,Mengcheng,CN,33.2579,116.5655,51.28,51,0,7.11,clear sky
389,Kirakira,SB,-10.4544,161.9205,85.93,70,31,10.76,scattered clouds
390,Havoysund,NO,70.9963,24.6622,38.28,72,100,13.47,overcast clouds
391,Maceio,BR,-9.6658,-35.7353,78.24,100,40,4.61,scattered clouds
392,Gamba,GA,-2.65,10.0,76.69,90,100,1.72,overcast clouds
393,Zhigansk,RU,66.7697,123.3711,-9.51,100,90,10.09,overcast clouds
394,Vostok,RU,46.4856,135.8833,24.49,75,100,4.94,overcast clouds
395,Ranong,TH,9.9658,98.6348,76.93,90,100,5.41,overcast clouds
396,Acari,PE,-15.4311,-74.6158,68.38,72,53,3.42,broken clouds
397,Oga,IT,46.4631,10.347,43.12,96,84,4.27,broken clouds
398,Yining,CN,29.0361,114.5636,56.26,57,1,0.78,clear sky
399,Hermosillo,MX,29.0667,-110.9667,88.68,24,0,3.0,clear sky
400,Rundu,NA,-17.9333,19.7667,70.65,62,78,2.77,broken clouds
401,Xining,CN,36.6167,101.7667,20.93,69,54,0.89,broken clouds
402,Sosua,DO,19.7667,-70.5167,80.58,89,75,0.0,broken clouds
403,Abu Dhabi,AE,24.4667,54.3667,73.51,64,0,0.0,clear sky
404,Asyut,EG,27.181,31.1837,68.16,39,100,7.85,overcast clouds
405,Iralaya,HN,15.0,-83.2333,77.09,77,100,2.82,overcast clouds
406,Muana,BR,-1.5283,-49.2167,72.25,92,64,3.53,broken clouds
407,Moussoro,TD,13.6408,16.4901,80.96,13,0,7.02,clear sky
408,Logan Lake,CA,50.4998,-120.8025,33.64,92,33,4.21,scattered clouds
409,Coihaique,CL,-45.5752,-72.0662,49.95,46,40,4.61,scattered clouds
410,La Roche-Sur-Yon,FR,46.6667,-1.4333,45.84,93,99,5.75,mist
411,Male,MV,4.1748,73.5089,81.66,75,36,20.33,scattered clouds
412,Constitucion,CL,-35.3333,-72.4167,52.05,80,81,9.15,broken clouds
413,Boyuibe,BO,-20.4167,-63.2833,62.67,96,100,9.35,overcast clouds
414,Haapiti,PF,-17.5667,-149.8667,85.73,72,54,13.71,light rain
415,Berdigestyakh,RU,62.0989,126.6992,-5.55,100,100,2.28,overcast clouds
416,Evensk,RU,61.95,159.2333,14.7,90,100,5.26,overcast clouds
417,Port Augusta,AU,-32.5,137.7667,50.14,74,100,17.43,overcast clouds
418,Ozernovskiy,RU,51.5,156.5167,40.57,85,100,12.26,overcast clouds
419,Tatarsk,RU,55.219,75.9828,34.38,99,100,10.36,overcast clouds
420,Caibarien,CU,22.5206,-79.4669,74.52,79,100,12.06,overcast clouds
421,Shellbrook,CA,53.2168,-106.4011,29.43,97,100,10.92,snow
422,Coxim,BR,-18.5067,-54.76,82.26,62,100,2.13,light rain
423,Coquimbo,CL,-29.9533,-71.3436,56.93,88,40,8.05,scattered clouds
424,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,64,90,2.24,light shower snow
425,Batticaloa,LK,7.7102,81.6924,76.78,86,96,10.8,overcast clouds
426,Ancud,CL,-41.8697,-73.8203,50.43,80,80,6.6,broken clouds
427,Upata,VE,8.0086,-62.3989,72.43,86,84,4.12,broken clouds
428,Beihai,CN,21.4833,109.1,66.38,51,13,7.87,few clouds
429,Tahoua,NE,14.8888,5.2692,79.59,16,0,6.22,clear sky
430,Naze,JP,28.3667,129.4833,67.12,60,76,15.03,broken clouds
431,Aripuana,BR,-9.1667,-60.6333,72.68,99,100,2.35,overcast clouds
432,Burnie,AU,-41.0667,145.9167,67.91,50,6,7.61,clear sky
433,Tabas,IR,33.5959,56.9244,48.61,21,0,1.1,clear sky
434,Suntar,RU,62.1444,117.6319,23.32,95,99,9.19,light snow
435,Denpasar,ID,-8.65,115.2167,80.26,88,75,3.44,broken clouds
436,Fuerte Olimpo,PY,-21.0415,-57.8738,70.95,95,100,3.09,overcast clouds
437,Duma,CN,34.7653,108.135,28.42,42,100,7.0,overcast clouds
438,Sikonge,TZ,-5.6333,32.7667,69.91,34,82,5.95,broken clouds
439,Port Blair,IN,11.6667,92.75,80.64,83,75,5.75,broken clouds
440,Santa Lucia Cotzumalguapa,GT,14.3333,-91.0167,80.92,93,16,3.98,few clouds
441,Mindelo,CV,16.8901,-24.9804,74.75,69,40,13.8,scattered clouds
442,Ayagoz,KZ,47.9714,80.4392,11.48,80,3,2.89,clear sky
443,Bonavista,CA,48.6499,-53.1147,44.11,72,100,4.72,overcast clouds
444,Nome,US,64.5011,-165.4064,8.67,62,1,8.05,clear sky
445,Wanaka,NZ,-44.7,169.15,68.49,59,47,3.94,scattered clouds
446,Natal,BR,-5.795,-35.2094,81.25,83,20,10.36,few clouds
447,Pekalongan,ID,-6.8886,109.6753,84.02,76,100,3.78,overcast clouds
448,Awbari,LY,26.5921,12.7805,60.31,29,0,8.93,clear sky
449,Maltahohe,NA,-24.8333,16.9833,70.88,12,1,10.33,clear sky
450,Brainerd,US,46.358,-94.2008,42.75,75,90,4.61,light rain
451,Aykhal,RU,66.0,111.5,9.27,96,100,3.98,light snow
452,Yinchuan,CN,38.4681,106.2731,31.66,49,60,3.98,broken clouds
453,Gasa,PS,31.5,34.4667,62.58,59,100,9.01,overcast clouds
454,Den Helder,NL,52.9599,4.7593,53.58,99,90,10.0,mist
455,Marihatag,PH,8.7936,126.2969,83.3,74,98,3.13,overcast clouds
456,Ponyri,RU,52.3186,36.3039,31.44,57,100,10.98,overcast clouds
457,Ballina,AU,-28.8667,153.5667,84.38,79,40,9.22,scattered clouds
458,Ampanihy,MG,-24.7,44.75,67.51,95,16,4.88,few clouds
459,Dhidhdhoo,MV,6.8833,73.1,82.15,73,100,19.13,overcast clouds
460,Byron Bay,AU,-28.65,153.6167,84.31,75,83,9.98,broken clouds
461,Palmer,US,42.1584,-72.3287,51.35,64,1,6.91,clear sky
462,Kapoeta,SS,4.7717,33.5903,81.57,42,58,10.54,broken clouds
463,Bandarbeyla,SO,9.4942,50.8122,76.01,76,91,10.2,overcast clouds
464,Tiksi,RU,71.6872,128.8694,-6.2,99,99,6.15,overcast clouds
465,Isiro,CD,2.7739,27.616,66.85,97,98,0.45,overcast clouds
466,Hays,US,30.0502,-98.0336,73.92,80,1,7.76,clear sky
467,Guerrero,MX,17.6667,-100.0,64.13,89,29,4.81,scattered clouds
468,Koshurnikovo,RU,54.1667,93.3,13.51,94,100,2.75,overcast clouds
469,Sault Sainte Marie,CA,46.5168,-84.3333,43.09,68,1,4.61,clear sky
470,Kilindoni,TZ,-7.9139,39.6668,80.02,80,100,8.21,overcast clouds
471,Yumen,CN,40.2833,97.2,17.33,60,0,4.76,clear sky
472,Wuwei,CN,37.9281,102.6414,28.22,49,80,3.62,broken clouds
473,Verkhoturye,RU,58.8627,60.8054,15.22,91,5,3.53,clear sky
474,Papillion,US,41.1544,-96.0422,53.71,93,90,8.01,moderate rain
475,Port Said,EG,31.2565,32.2841,72.45,58,97,13.73,overcast clouds
476,Lucapa,AO,-8.4192,20.7447,64.08,95,100,4.09,overcast clouds
477,Kologriv,RU,58.8275,44.3178,28.63,93,100,13.04,snow
478,Cockeysville,US,39.4812,-76.6439,57.42,78,6,6.44,clear sky
479,Bayir,TR,37.2687,28.2167,46.92,50,78,5.26,broken clouds
480,Kotma,IN,23.2,81.9667,57.72,59,100,2.66,overcast clouds
481,China,MX,25.7,-99.2333,78.35,62,0,11.56,clear sky
482,Maragogi,BR,-9.0122,-35.2225,77.7,82,11,7.99,few clouds
483,Nizhnevartovsk,RU,60.9344,76.5531,14.02,92,90,8.95,light snow
484,Rampura,IN,30.25,75.2333,62.38,39,0,3.58,clear sky
485,Verkhoyansk,RU,67.5447,133.385,-10.14,97,57,2.55,broken clouds
486,Fortuna,US,40.5982,-124.1573,61.2,82,90,1.99,overcast clouds
487,Noumea,NC,-22.2763,166.4572,89.58,99,39,10.74,scattered clouds
488,Plavinas,LV,56.6178,25.7255,40.1,91,100,8.25,overcast clouds
489,Bonoua,CI,5.2741,-3.595,80.22,88,100,2.86,overcast clouds
490,Churapcha,RU,62.0025,132.4325,2.88,97,100,5.19,overcast clouds
491,Sur,OM,22.5667,59.5289,74.3,59,0,3.71,clear sky
492,Samarai,PG,-10.6167,150.6667,84.88,73,61,15.32,broken clouds
493,Mecca,SA,21.4267,39.8261,76.32,59,0,3.71,clear sky
494,Les Cayes,HT,18.2,-73.75,76.82,82,13,3.6,few clouds
495,Altagracia De Orituco,VE,9.8601,-66.3814,68.86,89,100,5.64,overcast clouds
496,Hit,IQ,33.6416,42.8251,63.39,28,96,5.23,overcast clouds
497,Champerico,GT,14.3,-91.9167,84.74,72,0,6.13,clear sky
498,Mount Isa,AU,-20.7333,139.5,76.77,94,90,14.97,overcast clouds
499,Las Vegas,US,36.175,-115.1372,75.88,24,1,11.5,clear sky
500,Tateyama,JP,34.9833,139.8667,67.1,56,0,31.61,clear sky
501,Sorland,NO,67.667,12.6934,44.94,76,94,27.67,overcast clouds
502,San Policarpo,PH,12.1791,125.5072,81.09,85,100,10.11,overcast clouds
503,Lazaro Cardenas,MX,17.9583,-102.2,78.98,80,24,1.61,few clouds
504,Pachino,IT,36.7186,15.0907,66.24,80,100,17.9,overcast clouds
505,Leningradskiy,RU,69.3833,178.4167,9.16,96,100,3.51,overcast clouds
506,Xianyang,CN,34.3378,108.7026,36.64,80,0,2.24,clear sky
507,Umm Lajj,SA,25.0213,37.2685,77.18,55,75,4.32,broken clouds
508,Svetlogorsk,BY,52.6333,29.7333,29.71,49,20,9.93,few clouds
509,Savelugu,GH,9.6244,-0.8253,79.68,65,97,5.64,overcast clouds
510,Bikaner,IN,28.0167,73.3,71.22,23,3,6.53,clear sky
511,Papa,HU,47.33,17.4674,40.78,93,75,4.61,mist
512,Kadipur,IN,26.1667,82.3833,64.98,59,56,1.36,broken clouds
513,Porec,HR,45.2258,13.5939,53.37,73,3,5.75,clear sky
514,Vikhorevka,RU,56.1201,101.1636,36.99,63,100,7.18,overcast clouds
515,Lao Cai,VN,22.4833,103.95,64.87,82,63,1.97,broken clouds
516,Dabat,ET,12.9842,37.765,54.0,60,81,6.46,broken clouds
517,Jibuti,DJ,11.5,42.5,74.62,69,40,10.13,scattered clouds
518,Mataram,ID,-8.5833,116.1167,83.21,76,98,7.31,overcast clouds
519,Senekal,ZA,-28.3197,27.6208,58.1,32,0,3.56,clear sky
520,Shache,CN,38.4167,77.2406,29.89,44,0,1.5,clear sky
521,Keskin,TR,39.6731,33.6136,33.08,80,6,4.94,clear sky
522,Gao,ML,16.6362,1.637,77.52,16,100,8.84,overcast clouds
523,Cairns,AU,-16.9167,145.7667,89.11,70,90,6.91,overcast clouds
524,Santa Cruz,BO,-17.8,-63.1667,81.86,69,75,23.02,broken clouds
525,Gayny,RU,60.3071,54.3241,21.25,77,100,10.18,overcast clouds
526,San Patricio,US,28.017,-97.5169,77.68,73,4,15.88,clear sky
527,Aksu,CN,41.1231,80.2644,28.4,34,34,1.72,scattered clouds
528,Rio Rancho,US,35.2334,-106.6645,59.14,24,1,3.0,clear sky
529,Greytown,ZA,-29.0642,30.5928,55.45,93,0,2.1,clear sky
530,Houston,US,29.7633,-95.3633,75.4,77,75,5.99,broken clouds
531,Navolato,MX,24.7672,-107.6944,86.18,64,0,7.47,clear sky
532,Londoko,RU,49.0333,131.9833,27.5,91,100,4.94,light snow
533,Malysheva,RU,57.1185,61.4035,19.38,87,6,5.68,clear sky
534,Algiers,DZ,36.7525,3.042,55.22,88,75,3.44,broken clouds
535,Riyadh,SA,24.6877,46.7219,68.14,37,0,11.54,clear sky
536,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,83,75,8.84,broken clouds
537,Itarema,BR,-2.9248,-39.9167,79.54,77,90,13.6,overcast clouds
538,Viedma,AR,-40.8135,-62.9967,61.27,74,12,13.96,few clouds
539,Machakos,KE,-1.5167,37.2667,62.55,96,88,3.78,overcast clouds
540,Bria,CF,6.5423,21.9863,70.54,91,100,3.76,overcast clouds
541,Nioro,GM,13.35,-15.75,73.72,48,93,6.04,overcast clouds
542,Vaitape,PF,-16.5167,-151.75,79.77,75,17,13.24,light rain
543,Takaka,NZ,-40.85,172.8,65.97,99,100,1.92,overcast clouds
544,Broome,US,42.2506,-75.833,45.01,67,1,1.99,clear sky
545,Tsiroanomandidy,MG,-18.7667,46.0333,68.92,74,21,1.68,few clouds
546,Wildwood,US,38.5828,-90.6629,63.32,72,1,1.01,clear sky
547,Gohpur,IN,26.8833,93.6333,57.45,70,0,3.36,clear sky
548,Methven,NZ,-43.6333,171.65,64.45,73,56,3.0,broken clouds
549,Undory,RU,54.6085,48.3928,16.84,61,0,9.93,clear sky
550,Te Anau,NZ,-45.4167,167.7167,65.19,60,100,2.59,overcast clouds
551,Oriximina,BR,-1.7656,-55.8661,75.45,91,59,2.8,broken clouds
552,Nokaneng,BW,-19.6667,22.2667,72.45,66,98,6.2,overcast clouds
553,Saint-Prosper,CA,46.2117,-70.4811,41.29,76,7,6.78,clear sky
554,Nyurba,RU,63.2842,118.3319,16.57,94,99,8.12,overcast clouds
555,Paddhari,IN,22.4333,70.6,73.69,31,96,8.21,overcast clouds
556,Port-Cartier,CA,50.0334,-66.8654,36.75,67,14,7.02,few clouds
557,Bombay,IN,19.0144,72.8479,75.18,43,94,5.75,smoke
558,Nefteyugansk,RU,61.0998,72.6035,7.05,90,26,11.61,scattered clouds
559,Nsanje,MW,-16.92,35.262,76.21,86,2,4.07,clear sky
560,Ilesha,NG,7.1371,5.2583,72.37,99,100,2.53,overcast clouds
561,Aosta,IT,45.7667,7.4167,42.35,90,100,3.2,overcast clouds
562,Mani,CO,4.8172,-72.2886,78.49,66,80,5.21,broken clouds
563,Flinders,AU,-34.5833,150.8552,64.8,87,100,10.71,overcast clouds
564,Goderich,CA,43.7501,-81.7165,40.03,93,100,4.61,overcast clouds
565,Kavaratti,IN,10.5669,72.642,81.82,73,91,9.26,overcast clouds
566,Rio Cuarto,AR,-33.1307,-64.3499,67.77,64,40,4.61,scattered clouds
567,Batagay,RU,67.6333,134.6333,-3.75,97,48,1.12,scattered clouds
568,Deputatskiy,RU,69.3,139.9,5.05,97,100,2.39,overcast clouds
569,Camacha,PT,33.0833,-16.3333,63.82,77,75,11.5,broken clouds
570,Airai,TL,-8.9266,125.4092,73.17,69,78,0.94,broken clouds
571,Bahar,IR,34.9072,48.4414,42.87,54,100,3.67,overcast clouds
572,Rapid Valley,US,44.0625,-103.1463,43.65,47,1,13.8,clear sky
573,Florence,IT,43.7667,11.25,58.57,81,75,2.3,broken clouds
574,Poya,NC,-21.35,165.15,87.73,52,8,4.85,clear sky
575,Acajutla,SV,13.5928,-89.8275,86.34,62,5,2.26,clear sky
576,Taoudenni,ML,22.6783,-3.9836,67.82,14,85,9.98,overcast clouds
577,Tirumullaivasal,IN,11.2333,79.8333,72.99,90,100,9.08,overcast clouds
578,Jalu,LY,29.0331,21.5482,69.33,41,100,9.46,overcast clouds
579,Mbandaka,CD,0.0487,18.2603,70.77,98,100,1.68,overcast clouds
580,Humen,CN,22.819,113.6731,69.8,33,4,7.99,clear sky
581,Mayo,US,38.8876,-76.5119,59.67,84,0,7.83,clear sky
582,Talaya,RU,61.3833,152.75,23.5,93,100,2.89,overcast clouds
583,Isoka,ZM,-10.1606,32.6335,65.46,50,48,1.92,scattered clouds
584,Orlik,RU,52.5178,99.825,7.52,87,26,2.48,scattered clouds
585,Tautira,PF,-17.7333,-149.15,86.02,76,45,15.01,light rain
586,Jiayuguan,CN,39.8167,98.3,23.74,42,0,3.4,clear sky
587,New Ulm,US,44.3125,-94.4605,48.56,97,90,8.05,moderate rain
588,Oneonta,US,42.4529,-75.0638,43.52,68,100,1.74,overcast clouds
589,Mugumu,TZ,-1.85,34.7,62.24,72,14,6.2,few clouds
590,Pinhao,BR,-25.6956,-51.6597,59.49,98,100,5.35,light rain
591,Port-Gentil,GA,-0.7193,8.7815,78.73,83,100,10.16,overcast clouds
592,Baghdad,IQ,33.3406,44.4009,53.51,47,0,3.44,clear sky
593,Buraydah,SA,26.326,43.975,63.05,24,0,11.77,clear sky
594,Port Hardy,CA,50.6996,-127.4199,46.4,76,90,24.16,light rain
595,Biloela,AU,-24.4167,150.5,85.41,59,92,16.33,overcast clouds
596,Borovskoy,KZ,53.8,64.15,26.42,77,100,10.92,overcast clouds
597,Dondo,MZ,-19.6094,34.7431,78.31,84,100,2.08,overcast clouds
598,Moncton,CA,46.1159,-64.8019,39.79,96,20,8.05,few clouds
599,Ardakan,IR,32.31,54.0175,50.38,41,0,3.71,clear sky
600,Riverton,US,40.5219,-111.9391,49.15,58,90,3.0,overcast clouds
601,Bubaque,GW,11.2833,-15.8333,82.92,65,100,7.54,overcast clouds
602,Willowmore,ZA,-33.2926,23.4895,56.79,63,100,3.53,overcast clouds
603,Pitimbu,BR,-7.4706,-34.8086,77.59,76,8,11.32,clear sky
604,Anito,PH,12.4497,125.2886,79.48,90,100,8.72,overcast clouds
605,Diu,IN,20.7141,70.9822,74.01,39,83,12.68,broken clouds
606,Gushikawa,JP,26.3544,127.8686,69.39,46,1,5.75,clear sky
607,Saldanha,ZA,-33.0117,17.9442,57.25,91,99,14.72,overcast clouds
608,Umm Kaddadah,SD,13.6017,26.6876,79.39,18,0,10.45,clear sky
609,Aktau,KZ,43.65,51.2,37.98,68,100,21.92,overcast clouds
610,Mouila,GA,-1.8685,11.0559,73.81,99,100,1.03,light rain
611,Fresno,US,36.6666,-119.8343,64.35,76,20,4.61,smoke
612,Mortara,IT,45.2473,8.7355,55.53,87,99,3.65,light rain
613,Hamilton,US,39.1834,-84.5333,61.21,79,1,1.01,clear sky
614,Pedasi,PA,7.5333,-80.0333,78.06,80,100,12.03,overcast clouds
615,Hazorasp,UZ,41.3194,61.0742,28.24,59,0,7.63,clear sky
616,Katesh,TZ,-4.5167,35.3833,59.76,82,84,7.74,broken clouds
617,Betare Oya,CM,5.6,14.0833,69.06,94,100,3.15,overcast clouds
618,Nishihara,JP,26.1842,127.7558,69.46,43,20,8.05,few clouds
619,Rincon,US,32.296,-81.2354,59.86,82,1,3.44,clear sky
620,Ust-Maya,RU,60.4167,134.5333,16.63,93,100,7.83,overcast clouds
621,Aden,YE,12.7794,45.0367,81.03,60,4,8.93,clear sky
622,Sungurlare,BG,42.7667,26.7833,39.06,80,5,3.02,clear sky
623,Dandong,CN,40.1292,124.3947,37.6,58,14,13.42,few clouds
624,Aquin,HT,18.2833,-73.4,77.68,80,11,2.06,few clouds
625,Iracoubo,GF,5.4802,-53.2011,78.01,83,100,8.3,overcast clouds
626,Bois-Guillaume,FR,49.4602,1.1222,45.05,88,90,3.44,fog
627,Portland,US,45.5234,-122.6762,54.41,78,90,3.0,overcast clouds
628,Ballarat,AU,-37.5662,143.8496,57.49,42,23,10.04,few clouds
629,Trairi,BR,-3.2778,-39.2689,79.65,76,100,10.78,overcast clouds
630,Liverpool,GB,53.4106,-2.9779,50.97,90,90,1.14,haze
631,Puerto Escondido,MX,15.85,-97.0667,83.23,69,40,0.0,scattered clouds
632,Hualmay,PE,-11.0964,-77.6139,63.82,81,76,10.02,broken clouds
633,Igarka,RU,67.4667,86.5833,-11.4,100,99,7.74,overcast clouds
634,Abalak,RU,58.1286,68.5944,20.61,90,99,9.06,overcast clouds
635,Krutinka,RU,56.0055,71.5113,29.77,94,100,12.93,light snow
636,Yerbogachen,RU,61.2767,108.0108,27.64,96,100,9.28,light snow
637,Necochea,AR,-38.5473,-58.7368,62.04,78,100,18.05,overcast clouds
638,Tanete,ID,-3.9443,119.7848,86.2,71,69,0.98,broken clouds
639,Clonakilty,IE,51.6231,-8.8706,49.21,91,100,4.97,overcast clouds
640,Oussouye,SN,12.485,-16.5469,78.98,61,100,7.61,overcast clouds
641,Tecoanapa,MX,16.5167,-98.75,78.76,74,6,1.01,clear sky
642,Broken Hill,AU,-31.95,141.4333,51.51,93,90,23.02,overcast clouds
643,Hirara,JP,24.8,125.2833,70.07,56,40,4.61,scattered clouds
644,Andenes,NO,69.3143,16.1194,44.58,87,90,23.02,overcast clouds
645,Pelym,RU,61.0108,61.9978,7.25,96,10,3.98,clear sky
646,Harrisburg,US,40.2737,-76.8844,54.68,67,1,1.99,clear sky
647,Surt,LY,31.2089,16.5887,70.57,62,87,13.8,overcast clouds
648,Otautau,NZ,-46.15,168.0,72.84,45,100,3.91,overcast clouds
649,Izberbash,RU,42.5696,47.8645,41.09,72,89,21.16,overcast clouds
650,Gorgan,IR,36.8387,54.4348,48.16,87,20,4.61,few clouds
651,Puerto Carreno,CO,6.189,-67.4859,79.84,60,100,9.1,overcast clouds
652,Tarko-Sale,RU,64.9225,77.785,-6.0,99,6,6.35,clear sky
653,Ryki,PL,51.6257,21.9327,40.28,82,96,7.05,overcast clouds
654,Camana,PE,-16.6228,-72.7111,65.23,82,93,6.76,overcast clouds
655,Puerto Armuelles,PA,8.2833,-82.8667,73.38,86,34,1.83,scattered clouds
656,Zhangjiakou,CN,40.81,114.8794,26.92,77,4,9.35,clear sky
657,Leh,IN,34.1667,77.5833,17.08,55,0,3.09,clear sky
658,Harqalah,TN,36.0303,10.509,57.79,51,3,11.05,clear sky
659,Kalmunai,LK,7.4167,81.8167,76.57,88,95,3.62,overcast clouds
660,Daru,PG,-9.0763,143.2092,87.82,66,96,6.13,overcast clouds
661,Jacareacanga,BR,-6.2222,-57.7528,72.79,94,91,1.5,overcast clouds
662,Valkeala,FI,60.9401,26.7979,41.4,87,0,11.5,clear sky
663,Jiangyou,CN,31.7667,104.7167,51.75,65,92,2.04,overcast clouds
664,Lusambo,CD,-4.9667,23.45,68.79,99,100,1.59,overcast clouds
665,Yarada,IN,17.65,83.2667,80.92,57,75,11.5,haze
666,Colares,PT,38.7992,-9.4469,59.29,75,100,7.0,overcast clouds
667,Nipawin,CA,53.3668,-104.0009,30.24,93,90,23.02,light snow
668,Fukue,JP,32.6881,128.8419,57.56,67,75,6.91,broken clouds
669,Aswan,EG,24.0934,32.907,74.5,21,0,11.5,clear sky
670,Bom Jardim,BR,-7.7958,-35.5872,72.27,84,14,5.91,few clouds
