City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Sambava,MG,2021-11-07 18:22:32,-14.2667,50.1667,75.6,89,31,11.52
295,Kavaratti,IN,2021-11-07 18:22:32,10.5669,72.642,81.75,71,90,6.22
296,Laguna,US,2021-11-07 18:20:12,38.421,-121.4238,61.14,61,1,3.0
297,Altay,CN,2021-11-07 18:22:32,47.8667,88.1167,16.84,56,0,7.09
298,Port Elizabeth,ZA,2021-11-07 18:19:46,-33.918,25.5701,61.11,88,90,5.75
299,Gunupur,IN,2021-11-07 18:22:32,19.0833,83.8167,66.88,76,74,2.89
300,Egvekinot,RU,2021-11-07 18:22:33,66.3167,-179.1667,-3.32,84,45,2.75
301,Chuy,UY,2021-11-07 18:17:42,-33.6971,-53.4616,65.62,57,94,9.24
302,Nantucket,US,2021-11-07 18:21:12,41.2835,-70.0995,54.09,58,1,12.66
303,San Patricio,US,2021-11-07 18:22:33,28.017,-97.5169,77.09,52,6,5.82
304,Neyshabur,IR,2021-11-07 18:22:33,36.2133,58.7958,44.85,25,100,3.83
305,Vao,NC,2021-11-07 18:22:34,-22.6667,167.4833,69.73,70,52,5.35
306,Kodiak,US,2021-11-07 18:21:05,57.79,-152.4072,29.57,71,77,11.52
307,Jacareacanga,BR,2021-11-07 18:22:34,-6.2222,-57.7528,91.47,45,72,4.34
308,Nuuk,GL,2021-11-07 18:22:34,64.1835,-51.7216,27.21,54,1,14.97
309,Fortuna,US,2021-11-07 18:22:35,40.5982,-124.1573,54.99,75,1,1.99
310,Makaha,US,2021-11-07 18:22:35,21.4694,-158.2175,78.71,83,90,3.44
311,Lake City,US,2021-11-07 18:22:35,30.1897,-82.6393,66.97,59,1,8.05
312,Chokwe,MZ,2021-11-07 18:22:36,-24.5333,32.9833,82.24,51,34,8.55
313,Bolama,GW,2021-11-07 18:22:36,11.5833,-15.4667,89.94,75,26,10.56
314,Hambantota,LK,2021-11-07 18:22:37,6.1241,81.1185,77.83,84,100,14.97
315,Spineni,RO,2021-11-07 18:22:37,44.7,24.5667,48.85,77,74,3.44
316,Tondela,PT,2021-11-07 18:22:37,40.5167,-8.0833,52.61,58,4,6.51
317,Cheremkhovo,RU,2021-11-07 18:22:37,53.1561,103.0675,18.97,95,100,5.28
318,Adeje,ES,2021-11-07 18:23:38,28.1227,-16.726,69.57,51,20,1.99
319,Severo-Yeniseyskiy,RU,2021-11-07 18:21:20,60.3725,93.0408,28.08,89,100,15.57
320,Wagar,SD,2021-11-07 18:23:38,16.1525,36.2032,91.13,23,5,5.66
321,Ranong,TH,2021-11-07 18:23:38,9.9658,98.6348,78.35,91,71,3.67
322,Praia Da Vitoria,PT,2021-11-07 18:23:38,38.7333,-27.0667,70.75,83,40,22.32
323,Kokkola,FI,2021-11-07 18:23:39,63.8385,23.1307,33.93,91,90,1.01
324,Sisimiut,GL,2021-11-07 18:23:39,66.9395,-53.6735,18.68,75,46,9.66
325,Bosaso,SO,2021-11-07 18:23:40,11.2842,49.1816,79.02,63,5,3.85
326,Chau Doc,VN,2021-11-07 18:23:40,10.7,105.1167,76.86,88,58,4.79
327,Honiara,SB,2021-11-07 18:23:40,-9.4333,159.95,76.64,76,52,4.99
328,Nerchinskiy Zavod,RU,2021-11-07 18:23:41,51.3088,119.61,10.58,84,14,3.18
329,Grand Gaube,MU,2021-11-07 18:23:41,-20.0064,57.6608,77.4,76,13,4.0
330,Arona,ES,2021-11-07 18:23:41,28.0996,-16.681,65.39,50,20,1.99
331,Belokurikha,RU,2021-11-07 18:23:41,51.9959,84.9896,29.21,73,93,5.97
332,Gusinoye Ozero,RU,2021-11-07 18:23:42,51.1144,106.2614,19.53,64,46,2.55
333,Cayenne,GF,2021-11-07 18:23:42,4.9333,-52.3333,87.84,81,75,5.99
334,Gararu,BR,2021-11-07 18:23:42,-9.9675,-37.0833,89.6,47,98,12.93
335,Sumbe,AO,2021-11-07 18:23:43,-11.2061,13.8437,75.52,83,86,5.5
336,Sistranda,NO,2021-11-07 18:23:43,63.7256,8.834,35.91,66,40,10.56
337,Aykhal,RU,2021-11-07 18:23:43,66.0,111.5,17.73,93,100,21.34
338,Polunochnoye,RU,2021-11-07 18:23:44,60.8697,60.4153,33.8,92,100,4.56
339,Mirnyy,RU,2021-11-07 18:23:44,62.5353,113.9611,21.07,92,100,13.58
340,Pimentel,PE,2021-11-07 18:23:44,-6.8367,-79.9342,68.29,73,90,9.22
341,Xining,CN,2021-11-07 18:23:45,36.6167,101.7667,17.53,67,0,2.82
342,Kaeo,NZ,2021-11-07 18:23:45,-35.1,173.7833,60.33,95,18,1.9
343,Carahue,CL,2021-11-07 18:23:45,-38.7,-73.1667,64.6,44,34,8.12
344,Beian,NO,2021-11-07 18:23:46,63.6559,9.5683,36.01,86,0,6.91
345,Ilebo,CD,2021-11-07 18:23:46,-4.3167,20.5833,74.93,83,100,0.63
346,Maldonado,UY,2021-11-07 18:23:46,-34.6667,-54.9167,65.59,53,48,9.33
347,Takoradi,GH,2021-11-07 18:23:47,4.8845,-1.7554,80.47,80,39,10.2
348,Neiafu,TO,2021-11-07 18:23:47,-18.65,-173.9833,77.68,94,75,5.75
349,Pisco,PE,2021-11-07 18:23:47,-13.7,-76.2167,70.02,73,0,13.8
350,Tarauaca,BR,2021-11-07 18:23:48,-8.1614,-70.7656,76.91,94,93,2.71
351,Khonsa,IN,2021-11-07 18:23:48,27.0167,95.5667,57.47,76,46,4.14
352,Wellington,NZ,2021-11-07 18:23:06,-41.2866,174.7756,57.56,92,10,3.0
353,Zabki,PL,2021-11-07 18:23:48,52.2927,21.1054,49.28,80,75,1.99
354,Campbell River,CA,2021-11-07 18:23:49,50.0163,-125.2446,42.33,95,90,5.01
355,Wewak,PG,2021-11-07 18:23:49,-3.5534,143.6268,79.27,83,49,4.99
356,Vestmannaeyjar,IS,2021-11-07 18:23:49,63.4427,-20.2734,40.19,87,75,27.63
357,Codajas,BR,2021-11-07 18:23:50,-3.8367,-62.0569,90.93,51,76,4.0
358,Esperance,AU,2021-11-07 18:23:50,-33.8667,121.9,51.64,76,66,8.19
359,Layou,VC,2021-11-07 18:23:50,13.2,-61.2667,85.48,79,40,10.36
360,San Cristobal,VE,2021-11-07 18:23:51,7.7669,-72.225,84.38,38,100,7.18
361,Kuhdasht,IR,2021-11-07 18:23:51,33.535,47.6061,54.21,45,4,5.59
362,Lusambo,CD,2021-11-07 18:23:51,-4.9667,23.45,72.34,91,97,1.59
363,Kendari,ID,2021-11-07 18:24:51,-3.945,122.4989,77.18,90,78,1.97
364,Lavrentiya,RU,2021-11-07 18:24:52,65.5833,-171.0,7.18,95,67,7.16
365,Birin,NP,2021-11-07 18:24:52,26.8865,88.0718,52.86,84,93,3.42
366,North Bend,US,2021-11-07 18:24:52,43.4065,-124.2243,50.16,92,20,12.66
367,Soyo,AO,2021-11-07 18:24:53,-6.1349,12.3689,80.65,83,69,10.83
368,Sinnamary,GF,2021-11-07 18:24:53,5.3833,-52.95,83.07,74,84,11.99
369,Orel-Izumrud,RU,2021-11-07 18:24:53,43.4583,39.9244,57.22,87,90,7.0
370,Tigil,RU,2021-11-07 18:24:53,57.8,158.6667,22.6,96,100,6.04
371,Paray-Le-Monial,FR,2021-11-07 18:24:54,46.4546,4.1158,48.15,100,90,4.61
372,Zhangye,CN,2021-11-07 18:24:54,38.9342,100.4517,20.62,45,0,5.84
373,Bumba,CD,2021-11-07 18:24:54,2.1833,22.4667,74.95,88,96,0.49
374,Biala Podlaska,PL,2021-11-07 18:24:54,52.0324,23.1165,47.75,60,100,16.46
375,Puerto El Triunfo,SV,2021-11-07 18:24:55,13.2833,-88.55,94.12,53,66,0.76
376,Coihaique,CL,2021-11-07 18:23:56,-45.5752,-72.0662,65.01,58,75,9.22
377,Conceicao Da Barra,BR,2021-11-07 18:22:53,-18.5933,-39.7322,79.66,65,97,7.83
378,Abha,SA,2021-11-07 18:24:55,18.2164,42.5053,59.25,44,0,0.0
379,Kande,TG,2021-11-07 18:24:55,9.9578,1.0447,84.54,35,8,2.37
380,Durant,US,2021-11-07 18:24:56,33.994,-96.3708,71.11,53,0,4.0
381,Durango,MX,2021-11-07 18:20:21,24.8333,-104.8333,68.92,31,71,3.58
382,Sabang,ID,2021-11-07 18:24:56,5.8933,95.3214,80.71,79,97,7.18
383,Taltal,CL,2021-11-07 18:24:56,-25.4,-70.4833,66.06,65,16,8.72
384,Liepaja,LV,2021-11-07 18:24:57,56.5419,21.0367,50.05,87,75,13.8
385,Baruun-Urt,MN,2021-11-07 18:24:57,46.6806,113.2792,14.77,53,19,5.21
386,Vila,PT,2021-11-07 18:24:57,42.0304,-8.1588,48.33,74,11,4.74
387,Den Helder,NL,2021-11-07 18:24:58,52.9599,4.7593,50.07,73,20,14.0
388,Junction City,US,2021-11-07 18:21:30,39.0286,-96.8314,73.94,44,1,5.01
389,Anloga,GH,2021-11-07 18:24:58,5.7947,0.8973,84.42,78,76,9.48
390,Avera,US,2021-11-07 18:24:58,33.194,-82.5271,66.43,36,59,12.33
391,Pierre,US,2021-11-07 18:23:50,44.3683,-100.351,63.28,58,1,8.99
392,Norman Wells,CA,2021-11-07 18:24:58,65.282,-126.8329,15.84,86,90,10.36
393,Ulagan,RU,2021-11-07 18:24:59,50.6321,87.9563,8.62,88,22,2.06
394,The Valley,AI,2021-11-07 18:22:30,18.217,-63.0578,85.86,65,20,11.5
395,Tarazona,ES,2021-11-07 18:24:59,41.9,-1.7333,50.59,86,94,24.45
396,Sorland,NO,2021-11-07 18:25:00,67.667,12.6934,39.06,63,53,13.53
397,Westport,US,2021-11-07 18:21:59,41.1415,-73.3579,57.24,50,1,5.01
398,Riyadh,SA,2021-11-07 18:25:00,24.6877,46.7219,73.54,26,1,9.44
399,Fonte Boa,BR,2021-11-07 18:25:00,-2.4959,-66.2662,83.91,70,96,3.91
400,Jacksonville,US,2021-11-07 18:25:01,30.3322,-81.6556,65.05,70,75,1.99
401,Senneterre,CA,2021-11-07 18:25:01,48.3835,-77.2328,43.02,93,100,6.58
402,Osa,RU,2021-11-07 18:25:02,57.2829,55.4567,38.07,97,100,14.38
403,Kambarka,RU,2021-11-07 18:25:02,56.2694,54.2062,39.42,88,100,16.11
404,Santa Maria,BR,2021-11-07 18:25:03,-29.6842,-53.8069,76.3,57,20,10.36
405,Acapulco,MX,2021-11-07 18:25:03,16.8634,-99.8901,85.82,70,40,8.05
406,Xinzhi,CN,2021-11-07 18:25:04,36.4989,111.7047,28.87,51,0,11.77
407,Waddan,LY,2021-11-07 18:25:04,29.1614,16.139,77.0,22,23,10.33
408,Marfino,RU,2021-11-07 18:25:05,55.7028,37.3822,44.94,89,90,11.18
409,Olinda,BR,2021-11-07 18:25:06,-8.0089,-34.8553,85.73,66,40,8.05
410,Jalu,LY,2021-11-07 18:26:06,29.0331,21.5482,72.93,38,0,7.65
411,Wattegama,LK,2021-11-07 18:26:06,6.7989,81.4808,74.32,96,100,1.81
412,Marzuq,YE,2021-11-07 18:26:07,14.4,46.4667,71.8,25,5,2.08
413,Vanimo,PG,2021-11-07 18:26:07,-2.6741,141.3028,77.95,88,14,3.49
414,Eregli,TR,2021-11-07 18:26:07,37.5133,34.0467,54.37,35,100,0.38
415,Udaipur,IN,2021-11-07 18:22:20,24.5712,73.6918,67.84,36,53,2.37
416,Ouidah,BJ,2021-11-07 18:26:08,6.3631,2.0851,76.86,81,100,7.49
417,Davila,PH,2021-11-07 18:26:08,18.4726,120.5763,78.78,79,6,4.21
418,Funadhoo,MV,2021-11-07 18:26:08,6.15,73.2667,81.68,80,100,17.16
419,Lynn Haven,US,2021-11-07 18:26:08,30.2455,-85.6483,70.03,51,1,1.99
420,Ales,FR,2021-11-07 18:26:09,44.1333,4.0833,53.64,70,12,10.67
421,Choya,RU,2021-11-07 18:26:09,52.0108,86.5467,24.85,88,68,3.58
422,Walvis Bay,NA,2021-11-07 18:26:10,-22.9575,14.5053,63.55,67,7,17.27
423,Kerman,IR,2021-11-07 18:26:10,30.2832,57.0788,46.26,93,40,6.91
424,Saint Anthony,US,2021-11-07 18:26:10,45.0205,-93.218,59.79,71,1,3.0
425,Kailua,US,2021-11-07 18:26:11,21.4022,-157.7394,78.78,73,90,10.36
426,Stara Moravica,RS,2021-11-07 18:26:11,45.8689,19.4661,46.18,79,97,3.78
427,Port Blair,IN,2021-11-07 18:26:11,11.6667,92.75,80.46,84,100,8.93
428,Katsuura,JP,2021-11-07 18:26:12,35.1333,140.3,59.11,68,80,15.55
429,Marsa Matruh,EG,2021-11-07 18:26:12,31.3525,27.2453,70.0,68,0,0.0
430,Avezzano,IT,2021-11-07 18:26:13,42.0402,13.4388,62.04,73,6,5.17
431,Pangkalanbuun,ID,2021-11-07 18:26:13,-2.6833,111.6167,73.74,98,76,2.08
432,Luderitz,NA,2021-11-07 18:26:13,-26.6481,15.1594,59.86,79,99,22.91
433,Funtua,NG,2021-11-07 18:26:13,11.5233,7.3081,78.3,26,52,7.76
434,Atambua,ID,2021-11-07 18:26:14,-9.1061,124.8925,77.25,84,97,1.9
435,Kushmurun,KZ,2021-11-07 18:26:14,52.4503,64.6311,36.9,22,84,20.74
436,Chicama,PE,2021-11-07 18:26:14,-7.8447,-79.1469,63.14,63,83,10.74
437,Ardesen,TR,2021-11-07 18:26:15,41.1911,40.9875,55.36,70,51,1.07
438,Calvillo,MX,2021-11-07 18:26:15,21.85,-102.7167,75.34,22,6,3.36
439,Airai,TL,2021-11-07 18:26:15,-8.9266,125.4092,64.09,91,99,0.83
440,Mundi,IN,2021-11-07 18:26:15,22.0667,76.5,66.34,44,100,5.46
441,Garowe,SO,2021-11-07 18:26:16,8.4054,48.4845,73.35,63,19,14.83
442,Xiaoyi,CN,2021-11-07 18:26:16,34.6178,109.703,35.76,58,0,3.24
443,Urengoy,RU,2021-11-07 18:26:16,65.9667,78.3667,33.22,98,100,17.49
444,Canico,PT,2021-11-07 18:26:17,32.6333,-16.85,69.71,74,40,10.36
445,Umm Kaddadah,SD,2021-11-07 18:26:17,13.6017,26.6876,87.21,19,2,9.31
446,Hofn,IS,2021-11-07 18:26:17,64.2539,-15.2082,36.03,75,100,11.18
447,Gornopravdinsk,RU,2021-11-07 18:26:18,60.05,69.9,34.54,95,100,10.71
448,Matara,LK,2021-11-07 18:26:18,5.9485,80.5353,76.05,91,100,11.61
449,Isla Vista,US,2021-11-07 18:26:18,34.4133,-119.861,72.3,59,75,6.91
450,Grindavik,IS,2021-11-07 18:26:19,63.8424,-22.4338,36.07,75,90,13.8
451,Sao Filipe,CV,2021-11-07 18:21:46,14.8961,-24.4956,79.63,72,72,9.6
452,Maltahohe,NA,2021-11-07 18:26:19,-24.8333,16.9833,70.21,12,8,20.18
453,Awbari,LY,2021-11-07 18:26:19,26.5921,12.7805,77.04,20,4,11.07
454,Waverly,US,2021-11-07 18:27:20,42.7392,-84.6208,63.55,59,1,6.91
455,Vagur,FO,2021-11-07 18:27:20,61.4732,-6.8119,45.5,74,100,7.85
456,Teguise,ES,2021-11-07 18:27:20,29.0605,-13.564,64.62,56,0,23.02
457,Pucallpa,PE,2021-11-07 18:27:20,-8.3791,-74.5539,91.44,55,40,6.91
458,Saint-Leu,RE,2021-11-07 18:27:21,-21.15,55.2833,74.26,93,19,5.97
459,Mayumba,GA,2021-11-07 18:27:21,-3.432,10.6554,77.83,91,79,6.64
460,Margate,GB,2021-11-07 18:27:21,51.3813,1.3862,49.69,67,93,4.0
461,San Quintin,MX,2021-11-07 18:27:22,30.4833,-115.95,67.37,70,100,6.76
462,Aswan,EG,2021-11-07 18:27:22,24.0934,32.907,85.3,20,0,10.36
463,Tecoanapa,MX,2021-11-07 18:27:22,16.5167,-98.75,84.31,63,98,3.44
464,Port Moresby,PG,2021-11-07 18:27:22,-9.4431,147.1797,74.62,94,20,3.44
465,Puerto Ayacucho,VE,2021-11-07 18:27:23,5.6639,-67.6236,89.89,58,100,2.35
466,Hualmay,PE,2021-11-07 18:24:23,-11.0964,-77.6139,69.26,74,91,10.0
467,Havre-Saint-Pierre,CA,2021-11-07 18:27:23,50.2334,-63.5986,46.76,87,90,12.66
468,Piacabucu,BR,2021-11-07 18:27:23,-10.4056,-36.4344,84.36,66,63,15.68
469,Chifeng,CN,2021-11-07 18:27:23,42.2683,118.9636,19.29,79,100,19.46
470,San Rafael,AR,2021-11-07 18:27:24,-34.6177,-68.3301,80.37,17,45,11.9
471,Tezu,IN,2021-11-07 18:27:24,27.9167,96.1667,63.77,42,37,4.7
472,Santa Isabel Do Rio Negro,BR,2021-11-07 18:27:24,-0.4139,-65.0192,83.14,84,86,2.26
473,Zafra,ES,2021-11-07 18:27:24,38.4167,-6.4167,53.38,43,13,4.74
474,Bardiyah,LY,2021-11-07 18:27:25,31.7561,25.0865,69.76,69,29,8.19
475,Mersing,MY,2021-11-07 18:27:25,2.4312,103.8405,75.11,94,64,6.91
476,Kloulklubed,PW,2021-11-07 18:27:25,7.0419,134.2556,79.3,74,84,10.98
477,Lompoc,US,2021-11-07 18:27:25,34.6391,-120.4579,72.09,62,1,4.61
478,Inhambane,MZ,2021-11-07 18:27:26,-23.865,35.3833,75.94,79,5,14.43
479,Kananga,CD,2021-11-07 18:27:26,-5.8958,22.4178,73.45,76,87,3.49
480,Turan,VN,2021-11-07 18:24:54,16.0678,108.2208,80.65,94,75,3.44
481,Bangui,CF,2021-11-07 18:27:26,4.3612,18.555,72.73,96,99,3.4
482,Talcahuano,CL,2021-11-07 18:27:26,-36.7167,-73.1167,65.88,59,0,13.8
483,Fukue,JP,2021-11-07 18:27:27,32.6881,128.8419,70.16,64,100,18.43
484,Isangel,VU,2021-11-07 18:23:42,-19.55,169.2667,70.21,86,53,5.75
485,Bacolod,PH,2021-11-07 18:27:27,10.6667,122.95,78.75,85,97,6.49
486,Pinas,EC,2021-11-07 18:27:27,-3.6667,-79.65,88.92,61,96,7.85
487,Saint-Francois,FR,2021-11-07 18:27:27,46.4154,3.9054,47.64,100,90,4.61
488,Bontang,ID,2021-11-07 18:27:28,0.1333,117.5,79.48,84,73,5.97
489,Toppenish,US,2021-11-07 18:27:28,46.3774,-120.3087,50.0,51,3,7.67
490,Bergen,NO,2021-11-07 18:27:28,60.392,5.328,47.64,92,20,0.0
491,Bara,NG,2021-11-07 18:27:29,10.3744,10.7288,85.86,33,90,5.17
492,Boguchany,RU,2021-11-07 18:27:29,58.3814,97.4531,32.0,96,100,14.34
493,Masallatah,LY,2021-11-07 18:27:29,32.6167,14.0,72.12,69,100,5.26
494,Mahon,ES,2021-11-07 18:27:29,39.8885,4.2658,54.16,87,75,17.27
495,Xai-Xai,MZ,2021-11-07 18:27:30,-25.0519,33.6442,75.31,79,48,12.57
496,Kedrovoye,RU,2021-11-07 18:27:30,57.1576,60.5698,33.24,95,100,11.83
497,Envira,BR,2021-11-07 18:27:30,-7.3,-70.2167,81.36,88,91,3.47
498,Sao Joao Da Barra,BR,2021-11-07 18:27:31,-21.6403,-41.0511,78.89,71,48,14.34
499,Kalmunai,LK,2021-11-07 18:27:31,7.4167,81.8167,77.11,88,100,4.12
500,Usinsk,RU,2021-11-07 18:27:31,65.9939,57.5281,26.13,96,100,9.28
501,San Lorenzo,PY,2021-11-07 18:27:31,-25.3333,-57.5333,85.59,51,75,7.0
502,Slave Lake,CA,2021-11-07 18:28:32,55.2834,-114.769,31.98,80,1,3.44
503,Lerwick,GB,2021-11-07 18:28:32,60.1545,-1.1494,44.6,69,77,19.28
504,Zhigansk,RU,2021-11-07 18:25:42,66.7697,123.3711,4.66,94,100,22.59
505,Buraydah,SA,2021-11-07 18:28:32,26.326,43.975,70.25,26,0,10.94
506,Acari,PE,2021-11-07 18:28:32,-15.4311,-74.6158,79.41,49,52,11.77
507,Tipuani,BO,2021-11-07 18:28:33,-15.5648,-68.0185,81.23,62,99,2.62
508,Oshnaviyeh,IR,2021-11-07 18:28:33,37.0397,45.0983,35.85,62,0,1.32
509,Tromso,NO,2021-11-07 18:27:31,69.6496,18.957,31.37,86,75,3.0
510,Kharan,PK,2021-11-07 18:28:33,28.5833,65.4167,66.79,25,0,3.11
511,Miraflores,MX,2021-11-07 18:28:34,19.2167,-98.8083,70.56,31,51,3.11
512,Limbang,MY,2021-11-07 18:28:34,4.75,115.0,77.11,98,87,2.64
513,Muros,ES,2021-11-07 18:28:34,42.7762,-9.0603,58.08,75,60,11.63
514,Bambanglipuro,ID,2021-11-07 18:28:34,-7.95,110.2833,59.61,93,100,6.85
515,Labuhan,ID,2021-11-07 18:28:35,-6.8844,112.2051,82.29,77,100,5.46
516,Port Keats,AU,2021-11-07 18:28:35,-14.25,129.55,82.67,72,28,4.21
517,Nouakchott,MR,2021-11-07 18:28:35,18.0858,-15.9785,76.93,57,68,17.9
518,Oltu,TR,2021-11-07 18:28:35,40.5498,42.0013,47.39,78,33,1.79
519,Dingle,PH,2021-11-07 18:28:36,10.9995,122.6711,77.74,92,90,7.92
520,Mandalgovi,MN,2021-11-07 18:28:36,45.7625,106.2708,14.29,66,78,7.58
521,Treinta Y Tres,UY,2021-11-07 18:28:36,-33.2333,-54.3833,69.76,53,77,3.6
522,Luwuk,ID,2021-11-07 18:28:36,-0.9516,122.7875,78.28,86,55,2.68
523,Valleyview,CA,2021-11-07 18:28:37,55.0667,-117.2859,26.64,86,48,5.75
524,Teguldet,RU,2021-11-07 18:28:37,57.3064,88.1667,30.51,74,100,16.42
525,Yokadouma,CM,2021-11-07 18:28:37,3.5167,15.05,72.27,96,99,1.52
526,Erenhot,CN,2021-11-07 18:28:37,43.6475,111.9767,11.88,84,5,8.19
527,Okato,NZ,2021-11-07 18:28:38,-39.2,173.8833,55.42,90,40,1.45
528,Esterhazy,CA,2021-11-07 18:28:38,50.65,-102.0843,47.25,46,99,11.61
529,Noumea,NC,2021-11-07 18:28:38,-22.2763,166.4572,62.58,77,10,6.08
530,Arrifes,PT,2021-11-07 18:28:38,37.7667,-25.7,70.23,73,20,13.8
531,Garachine,PA,2021-11-07 18:28:39,8.0647,-78.3628,83.77,76,77,4.72
532,Kommunisticheskiy,RU,2021-11-07 18:28:39,61.6789,64.4819,33.73,94,100,8.97
533,Quatre Cocos,MU,2021-11-07 18:28:39,-20.2078,57.7625,77.11,84,54,13.22
534,Ciudad Bolivar,VE,2021-11-07 18:28:39,8.1222,-63.5497,89.53,49,89,8.63
535,Houma,US,2021-11-07 18:28:40,29.5958,-90.7195,69.01,57,1,11.5
536,Meru,KE,2021-11-07 18:28:40,0.0463,37.6559,63.59,81,100,2.48
537,Zhongshu,CN,2021-11-07 18:28:40,24.5167,103.7667,47.12,91,91,6.62
538,Veraval,IN,2021-11-07 18:28:40,20.9,70.3667,80.08,48,93,8.61
539,Vysha,RU,2021-11-07 18:28:41,53.8477,42.3777,38.57,86,71,6.78
540,Marawi,PH,2021-11-07 18:28:41,7.9986,124.2928,66.65,92,78,2.48
541,Zhanakorgan,KZ,2021-11-07 18:28:41,43.9098,67.2495,36.32,26,0,3.56
542,Mangit,UZ,2021-11-07 18:28:41,40.5971,70.9607,38.48,22,60,2.28
543,Waiuku,NZ,2021-11-07 18:28:42,-37.25,174.75,60.46,90,19,1.23
544,Aitape,PG,2021-11-07 18:28:42,-3.1374,142.3475,78.19,86,12,4.23
545,Viedma,AR,2021-11-07 18:27:03,-40.8135,-62.9967,77.88,20,28,10.29
546,Bonthe,SL,2021-11-07 18:28:42,7.5264,-12.505,81.81,76,41,8.05
547,Trat,TH,2021-11-07 18:28:43,12.5,102.5,83.98,94,37,1.54
548,Inirida,CO,2021-11-07 18:28:43,3.8653,-67.9239,85.87,72,100,1.1
549,Zeya,RU,2021-11-07 18:28:43,53.75,127.2667,13.28,70,29,2.77
550,Van,TR,2021-11-07 18:29:43,38.4924,43.3831,36.75,87,0,3.44
551,Leskovac,RS,2021-11-07 18:29:44,42.9981,21.9461,64.62,78,75,3.22
552,Tabou,CI,2021-11-07 18:29:44,4.423,-7.3528,79.48,84,92,8.86
553,Nikolayevka,RU,2021-11-07 18:29:44,53.1257,47.2041,37.02,88,75,4.72
554,Dreux,FR,2021-11-07 18:29:44,48.6667,1.25,46.36,84,100,7.38
555,Sukhobezvodnoye,RU,2021-11-07 18:29:45,57.0491,44.8891,34.97,83,72,6.13
556,Namibe,AO,2021-11-07 18:29:45,-15.1961,12.1522,69.3,75,59,4.99
